Nome Jogador,Valor Mercado,ID_Jogador,País de Origem,Posição,Numero_da_Camisa,Data_de_Nascimento,Altura,Pe,No_time_desde,Identifier,Camp,Ano,Time
Tiago Barbosa,-,432158,Brasil,            Zagueiro,-,12/02/2001 (19),"1,96m",direito,,BRA1_2022,BRA1,2022,SC Internacional
Renê,"1,60 mi. €",212209,Brasil,            Lateral Esq.,6,14/09/1992 (28),"1,74m",esquerdo,11/04/2022,BRA1_2022,BRA1,2022,SC Internacional
Moisés,900 mil €,368468,Brasil,            Lateral Esq.,20,11/03/1995 (25),"1,84m",esquerdo,24/01/2022,BRA1_2022,BRA1,2022,SC Internacional
Paulo Victor,-,875511,Brasil,            Lateral Esq.,-,13/04/2001 (19),"1,84m",esquerdo,01/07/2021,BRA1_2022,BRA1,2022,SC Internacional
Thauan Lara,-,749557,Brasil,            Lateral Esq.,36,22/01/2004 (16),"1,76m",esquerdo,01/01/2022,BRA1_2022,BRA1,2022,SC Internacional
Fabricio Bustos,"4,80 mi. €",275381,Argentina,            Lateral Dir.,16,28/04/1996 (24),"1,67m",direito,23/02/2022,BRA1_2022,BRA1,2022,SC Internacional
Heitor,"3,60 mi. €",670969,Brasil,            Lateral Dir.,2,05/11/2000 (20),"1,74m",direito,01/07/2019,BRA1_2022,BRA1,2022,SC Internacional
Weverton,150 mil €,580572,Brasil,            Lateral Dir.,-,15/06/1999 (21),"1,81m",direito,29/07/2022,BRA1_2022,BRA1,2022,SC Internacional
Lucas Mazetti,-,815675,Brasil,            Lateral Dir.,-,02/02/2001 (19),"1,71m",direito,,BRA1_2022,BRA1,2022,SC Internacional
Rodrigo Dourado,"4,00 mi. €",181780,Brasil,            Volante,13,17/06/1994 (26),"1,86m",direito,05/01/2015,BRA1_2022,BRA1,2022,SC Internacional
Gabriel,"3,20 mi. €",213606,Brasil,            Volante,23,10/07/1992 (28),"1,71m",direito,11/02/2022,BRA1_2022,BRA1,2022,SC Internacional
Rodrigo Lindoso,"2,00 mi. €",186922,Brasil,            Volante,19,06/06/1989 (31),"1,82m",direito,10/01/2019,BRA1_2022,BRA1,2022,SC Internacional
Bruno Gomes,"2,00 mi. €",703322,Brasil,            Volante,32,04/04/2001 (19),"1,75m",direito,16/02/2024,BRA1_2022,BRA1,2022,SC Internacional
Johnny Cardoso,900 mil €,689505,Estados Unidos,            Volante,30,20/09/2001 (19),"1,86m",direito,01/01/2020,BRA1_2022,BRA1,2022,SC Internacional
Matheus Dias,-,815384,Brasil,            Volante,41,09/05/2002 (18),"1,87m",direito,01/01/2022,BRA1_2022,BRA1,2022,SC Internacional
Edenilson,"2,40 mi. €",169052,Brasil,            Meia Central,8,18/12/1989 (31),"1,75m",direito,01/07/2018,BRA1_2022,BRA1,2022,SC Internacional
Liziero,"2,30 mi. €",401526,Brasil,            Meia Central,5,07/02/1998 (22),"1,77m",esquerdo,24/01/2022,BRA1_2022,BRA1,2022,SC Internacional
Gustavo,-,982553,Brasil,            Meia Central,-,03/01/2002 (18),"1,76m",esquerdo,,BRA1_2022,BRA1,2022,SC Internacional
Lucas Ramos,-,689507,Brasil,            Meia Central,37,03/01/2001 (19),"1,73m",direito,01/01/2021,BRA1_2022,BRA1,2022,SC Internacional
Alan Patrick,"8,00 mi. €",104505,Brasil,            Meia Ofensivo,-,13/05/1991 (29),"1,77m",direito,11/04/2022,BRA1_2022,BRA1,2022,SC Internacional
Gabriel Boschilia,"4,00 mi. €",288496,Brasil,            Meia Ofensivo,21,05/03/1996 (24),"1,73m",esquerdo,27/01/2020,BRA1_2022,BRA1,2022,SC Internacional
Andrés D'Alessandro,750 mil €,3445,Argentina,            Meia Ofensivo,10,15/04/1981 (39),"1,74m",esquerdo,08/01/2022,BRA1_2022,BRA1,2022,SC Internacional
Mauricio,675 mil €,678439,Brasil,            Meia Ofensivo,27,22/06/2001 (19),"1,74m",esquerdo,06/11/2020,BRA1_2022,BRA1,2022,SC Internacional
Estêvão,-,982552,Brasil,            Meia Ofensivo,26,03/02/2002 (18),"1,76m",esquerdo,01/01/2022,BRA1_2022,BRA1,2022,SC Internacional
Wanderson,"11,00 mi. €",236202,Brasil,            Ponta Esquerda,11,07/10/1994 (26),"1,75m",direito,01/01/2023,BRA1_2022,BRA1,2022,SC Internacional
Taison,"8,00 mi. €",76028,Brasil,            Ponta Esquerda,7,13/01/1988 (32),"1,72m",direito,16/04/2021,BRA1_2022,BRA1,2022,SC Internacional
Gustavo Maia,"3,00 mi. €",752560,Brasil,            Ponta Esquerda,77,22/01/2001 (19),"1,68m",direito,30/08/2021,BRA1_2022,BRA1,2022,SC Internacional
Carlos de Pena,"2,50 mi. €",257740,Uruguai,            Ponta Esquerda,14,11/03/1992 (28),"1,77m",esquerdo,01/04/2022,BRA1_2022,BRA1,2022,SC Internacional
David,"1,20 mi. €",373189,Brasil,            Ponta Esquerda,17,17/10/1995 (25),"1,79m",direito,24/01/2022,BRA1_2022,BRA1,2022,SC Internacional
Carlos Palacios,450 mil €,571219,Chile,            Ponta Esquerda,-,20/07/2000 (20),"1,80m",direito,01/01/2022,BRA1_2022,BRA1,2022,SC Internacional
Caio Vidal,-,815686,Brasil,            Ponta Esquerda,47,04/11/2000 (20),"1,74m",direito,04/01/2021,BRA1_2022,BRA1,2022,SC Internacional
Pedro Henrique,"1,00 mi. €",213368,Brasil,            Ponta Direita,28,16/06/1990 (30),"1,79m",direito,11/04/2022,BRA1_2022,BRA1,2022,SC Internacional
Wesley Moraes,"20,00 mi. €",381362,Brasil,            Centroavante,9,24/11/1996 (24),"1,91m",direito,07/01/2022,BRA1_2022,BRA1,2022,SC Internacional
Yuri Alberto,"2,00 mi. €",489893,Brasil,            Centroavante,-,18/03/2001 (19),"1,83m",direito,03/08/2020,BRA1_2022,BRA1,2022,SC Internacional
Braian Romero,"1,50 mi. €",357937,Argentina,            Centroavante,-,15/06/1991 (29),"1,80m",direito,29/07/2022,BRA1_2022,BRA1,2022,SC Internacional
Mikael,-,642689,Brasil,            Centroavante,-,28/05/1999 (21),"1,84m",esquerdo,29/07/2022,BRA1_2022,BRA1,2022,SC Internacional
Nicolas,-,723796,Brasil,            Centroavante,-,04/06/2001 (19),"1,80m",direito,,BRA1_2022,BRA1,2022,SC Internacional
Matheus Cadorini,-,868060,Brasil,            Centroavante,18,01/09/2002 (18),"1,91m",direito,01/01/2022,BRA1_2022,BRA1,2022,SC Internacional
Alemão,-,560417,Brasil,            Centroavante,35,01/04/1998 (22),"1,82m",direito,18/03/2022,BRA1_2022,BRA1,2022,SC Internacional
Sergio Rochet,"2,00 mi. €",264014,Uruguai,            Goleiro,33,23/03/1993 (28),"1,90m",direito,13/07/2023,BRA1_2023,BRA1,2023,SC Internacional
John Victor,600 mil €,432914,Brasil,            Goleiro,31,13/02/1996 (25),"1,97m",direito,18/01/2023,BRA1_2023,BRA1,2023,SC Internacional
Keiller,250 mil €,417084,Brasil,            Goleiro,1,29/10/1996 (25),"1,93m",direito,,BRA1_2023,BRA1,2023,SC Internacional
Emerson Junior,-,813038,Brasil,            Goleiro,12,07/02/2000 (21),"1,96m",direito,,BRA1_2023,BRA1,2023,SC Internacional
Anthoni,-,869437,Brasil,            Goleiro,24,23/01/2002 (19),"1,93m",direito,01/01/2023,BRA1_2023,BRA1,2023,SC Internacional
Vitão,"3,00 mi. €",428783,Brasil,            Zagueiro,44,02/02/2000 (21),"1,85m",direito,01/07/2024,BRA1_2023,BRA1,2023,SC Internacional
Rodrigo Moledo,900 mil €,119434,Brasil,            Zagueiro,4,27/10/1987 (34),"1,88m",direito,01/02/2018,BRA1_2023,BRA1,2023,SC Internacional
Nicolás Hernández,800 mil €,643750,Colômbia,            Zagueiro,22,18/01/1998 (23),"1,85m",esquerdo,23/02/2023,BRA1_2023,BRA1,2023,SC Internacional
Gabriel Mercado,800 mil €,45319,Argentina,            Zagueiro,25,18/03/1987 (34),"1,80m",direito,05/07/2021,BRA1_2023,BRA1,2023,SC Internacional
Igor Gomes,100 mil €,689640,Brasil,            Zagueiro,21,06/03/2001 (20),"1,85m",direito,05/08/2022,BRA1_2023,BRA1,2023,SC Internacional
Felipe Motta,-,1083638,Brasil,            Zagueiro,43,03/08/2003 (18),"1,87m", ,,BRA1_2023,BRA1,2023,SC Internacional
João Dalla Corte,-,1004735,Brasil,            Zagueiro,50,07/06/2006 (15),"1,78m",esquerdo,,BRA1_2023,BRA1,2023,SC Internacional
Dalbert,"2,50 mi. €",312862,Brasil,            Lateral Esq.,29,08/09/1993 (28),"1,81m",esquerdo,06/09/2023,BRA1_2023,BRA1,2023,SC Internacional
Renê,"1,00 mi. €",212209,Brasil,            Lateral Esq.,6,14/09/1992 (29),"1,74m",esquerdo,11/04/2022,BRA1_2023,BRA1,2023,SC Internacional
Thauan Lara,-,749557,Brasil,            Lateral Esq.,36,22/01/2004 (17),"1,76m",esquerdo,01/01/2022,BRA1_2023,BRA1,2023,SC Internacional
Rangel,-,980767,Brasil,            Lateral Esq.,47,30/04/2004 (17),"1,77m",esquerdo,,BRA1_2023,BRA1,2023,SC Internacional
Mário Fernandes,"14,00 mi. €",102740,Rússia,            Lateral Dir.,-,19/09/1990 (31),"1,89m",direito,01/01/2023,BRA1_2023,BRA1,2023,SC Internacional
Fabricio Bustos,"6,00 mi. €",275381,Argentina,            Lateral Dir.,16,28/04/1996 (25),"1,67m",direito,23/02/2022,BRA1_2023,BRA1,2023,SC Internacional
Hugo Mallo,"4,00 mi. €",119905,Espanha,            Lateral Dir.,2,22/06/1991 (30),"1,73m",direito,14/08/2023,BRA1_2023,BRA1,2023,SC Internacional
Gabriel,"2,50 mi. €",213606,Brasil,            Volante,23,10/07/1992 (29),"1,71m",direito,11/02/2022,BRA1_2023,BRA1,2023,SC Internacional
Johnny Cardoso,"1,80 mi. €",689505,Estados Unidos,            Volante,30,20/09/2001 (20),"1,86m",direito,01/01/2020,BRA1_2023,BRA1,2023,SC Internacional
Baralhas,800 mil €,552242,Brasil,            Volante,-,10/10/1998 (23),"1,78m",direito,27/01/2023,BRA1_2023,BRA1,2023,SC Internacional
Rômulo,200 mil €,687359,Brasil,            Volante,40,01/03/2000 (21),"1,82m",direito,14/01/2024,BRA1_2023,BRA1,2023,SC Internacional
Matheus Dias,-,815384,Brasil,            Volante,41,09/05/2002 (19),"1,87m",direito,01/01/2022,BRA1_2023,BRA1,2023,SC Internacional
Charles Aránguiz,"5,00 mi. €",89701,Chile,            Meia Central,20,17/04/1989 (32),"1,71m",direito,02/04/2023,BRA1_2023,BRA1,2023,SC Internacional
Bruno Henrique,"2,50 mi. €",277335,Brasil,            Meia Central,8,21/10/1989 (32),"1,80m",direito,19/07/2023,BRA1_2023,BRA1,2023,SC Internacional
Campanharo,"1,10 mi. €",103674,Brasil,            Meia Central,17,04/04/1992 (29),"1,78m",direito,03/04/2023,BRA1_2023,BRA1,2023,SC Internacional
Lucas Ramos,700 mil €,689507,Brasil,            Meia Central,15,03/01/2001 (20),"1,73m",direito,01/01/2021,BRA1_2023,BRA1,2023,SC Internacional
Alan Patrick,"7,00 mi. €",104505,Brasil,            Meia Ofensivo,10,13/05/1991 (30),"1,77m",direito,11/04/2022,BRA1_2023,BRA1,2023,SC Internacional
Mauricio,"2,00 mi. €",678439,Brasil,            Meia Ofensivo,27,22/06/2001 (20),"1,74m",esquerdo,06/11/2020,BRA1_2023,BRA1,2023,SC Internacional
Allison,-,982551,Brasil,            Meia Ofensivo,-,07/02/2002 (19),"1,77m",direito,,BRA1_2023,BRA1,2023,SC Internacional
Estêvão,-,982552,Brasil,            Meia Ofensivo,26,03/02/2002 (19),"1,76m",esquerdo,01/01/2022,BRA1_2023,BRA1,2023,SC Internacional
Wanderson,"8,00 mi. €",236202,Brasil,            Ponta Esquerda,11,07/10/1994 (27),"1,75m",direito,01/01/2023,BRA1_2023,BRA1,2023,SC Internacional
Carlos de Pena,"3,50 mi. €",257740,Uruguai,            Ponta Esquerda,14,11/03/1992 (29),"1,77m",esquerdo,01/04/2022,BRA1_2023,BRA1,2023,SC Internacional
Pedro Henrique,"1,50 mi. €",213368,Brasil,            Ponta Direita,28,16/06/1990 (31),"1,79m",direito,11/04/2022,BRA1_2023,BRA1,2023,SC Internacional
Jean Dias,-,788362,Brasil,            Ponta Direita,38,22/10/1990 (31),"1,70m",direito,10/04/2023,BRA1_2023,BRA1,2023,SC Internacional
Gabriel Barros,-,738507,Brasil,            Ponta Direita,42,25/10/2001 (20),"1,82m",esquerdo,10/04/2023,BRA1_2023,BRA1,2023,SC Internacional
Enner Valencia,"3,80 mi. €",139503,Equador,            Centroavante,13,04/11/1989 (32),"1,78m",direito,03/07/2023,BRA1_2023,BRA1,2023,SC Internacional
Luiz Adriano,800 mil €,48974,Brasil,            Centroavante,9,12/04/1987 (34),"1,84m",direito,22/02/2023,BRA1_2023,BRA1,2023,SC Internacional
Alemão,-,560417,Brasil,            Centroavante,35,01/04/1998 (23),"1,82m",direito,18/03/2022,BRA1_2023,BRA1,2023,SC Internacional
Lucca,-,982549,Brasil,            Centroavante,45,02/04/2003 (18),"1,80m",direito,01/01/2023,BRA1_2023,BRA1,2023,SC Internacional
Weverton,"3,50 mi. €",69400,Brasil,            Goleiro,21,13/12/1987 (33),"1,89m",direito,01/01/2018,BRA1_2022,BRA1,2022,SE Palmeiras
Marcelo Lomba,"1,40 mi. €",53015,Brasil,            Goleiro,42,18/12/1986 (34),"1,89m",direito,01/01/2022,BRA1_2022,BRA1,2022,SE Palmeiras
Vinícius,100 mil €,286772,Brasil,            Goleiro,1,28/03/1994 (26),"1,95m",direito,01/01/2015,BRA1_2022,BRA1,2022,SE Palmeiras
Kaique Pereira,-,964590,Brasil,            Goleiro,-,16/04/2003 (17),"1,93m",direito,01/01/2023,BRA1_2022,BRA1,2022,SE Palmeiras
Mateus,-,813121,Brasil,            Goleiro,31,02/05/2002 (18),"1,99m",direito,01/01/2022,BRA1_2022,BRA1,2022,SE Palmeiras
Gustavo Gómez,"4,50 mi. €",215390,Paraguai,            Zagueiro,15,06/05/1993 (27),"1,85m",direito,01/07/2020,BRA1_2022,BRA1,2022,SE Palmeiras
Luan,"2,50 mi. €",178984,Brasil,            Zagueiro,13,10/05/1993 (27),"1,88m",direito,02/04/2017,BRA1_2022,BRA1,2022,SE Palmeiras
Murilo,"2,50 mi. €",458710,Brasil,            Zagueiro,26,27/03/1997 (23),"1,88m",direito,19/01/2022,BRA1_2022,BRA1,2022,SE Palmeiras
Benjamín Kuscevic,"1,30 mi. €",340840,Chile,            Zagueiro,4,02/05/1996 (24),"1,86m",direito,09/11/2020,BRA1_2022,BRA1,2022,SE Palmeiras
Lucas Freitas,50 mil €,809716,Brasil,            Zagueiro,34,20/01/2001 (19),"1,84m",esquerdo,31/01/2022,BRA1_2022,BRA1,2022,SE Palmeiras
Renan,-,662325,Brasil,            Zagueiro,3,19/05/2002 (18),"1,84m",esquerdo,01/01/2021,BRA1_2022,BRA1,2022,SE Palmeiras
Naves,-,964591,Brasil,            Zagueiro,45,08/05/2002 (18),"1,84m",direito,01/01/2023,BRA1_2022,BRA1,2022,SE Palmeiras
Jorge,"3,20 mi. €",345084,Brasil,            Lateral Esq.,6,28/03/1996 (24),"1,84m",esquerdo,23/07/2021,BRA1_2022,BRA1,2022,SE Palmeiras
Joaquín Piquerez,500 mil €,496268,Uruguai,            Lateral Esq.,22,24/08/1998 (22),"1,84m",esquerdo,31/07/2021,BRA1_2022,BRA1,2022,SE Palmeiras
Vanderlan,-,816129,Brasil,            Lateral Esq.,36,07/09/2002 (18),"1,83m",esquerdo,01/01/2022,BRA1_2022,BRA1,2022,SE Palmeiras
Marcos Rocha,"2,00 mi. €",75435,Brasil,            Lateral Dir.,2,11/12/1988 (32),"1,76m",direito,01/01/2019,BRA1_2022,BRA1,2022,SE Palmeiras
Mayke,"1,30 mi. €",147361,Brasil,            Lateral Dir.,12,10/11/1992 (28),"1,78m",direito,01/01/2019,BRA1_2022,BRA1,2022,SE Palmeiras
Garcia,-,574758,Brasil,            Lateral Dir.,32,04/01/2002 (18),"1,75m",direito,01/01/2022,BRA1_2022,BRA1,2022,SE Palmeiras
Patrick de Paula,"9,00 mi. €",737821,Brasil,            Volante,5,08/09/1999 (21),"1,80m",esquerdo,01/01/2020,BRA1_2022,BRA1,2022,SE Palmeiras
Jailson,"2,80 mi. €",366948,Brasil,            Volante,30,07/09/1995 (25),"1,87m",direito,07/01/2022,BRA1_2022,BRA1,2022,SE Palmeiras
Danilo,900 mil €,808509,Brasil,            Volante,28,29/04/2001 (19),"1,77m",esquerdo,02/10/2020,BRA1_2022,BRA1,2022,SE Palmeiras
Fabinho,-,627230,Brasil,            Volante,35,09/04/2002 (18),"1,78m",direito,01/01/2022,BRA1_2022,BRA1,2022,SE Palmeiras
Pedro Bicalho,-,637808,Brasil,            Volante,38,23/04/2001 (19),"1,78m",direito,31/01/2022,BRA1_2022,BRA1,2022,SE Palmeiras
Gabriel Menino,"10,00 mi. €",608216,Brasil,            Meia Central,25,29/09/2000 (20),"1,76m",direito,01/01/2020,BRA1_2022,BRA1,2022,SE Palmeiras
Zé Rafael,"3,50 mi. €",225432,Brasil,            Meia Central,8,16/06/1993 (27),"1,75m",direito,01/01/2019,BRA1_2022,BRA1,2022,SE Palmeiras
Eduard Atuesta,"3,50 mi. €",469135,Colômbia,            Meia Central,20,18/06/1997 (23),"1,80m",direito,01/01/2022,BRA1_2022,BRA1,2022,SE Palmeiras
Gustavo Scarpa,"5,00 mi. €",330085,Brasil,            Meia Ofensivo,14,05/01/1994 (26),"1,77m",esquerdo,01/07/2018,BRA1_2022,BRA1,2022,SE Palmeiras
Raphael Veiga,"1,70 mi. €",432953,Brasil,            Meia Ofensivo,23,19/06/1995 (25),"1,76m",esquerdo,01/01/2017,BRA1_2022,BRA1,2022,SE Palmeiras
Jhon Jhon,-,964582,Brasil,            Meia Ofensivo,40,09/09/2002 (18),"1,78m",direito,01/01/2023,BRA1_2022,BRA1,2022,SE Palmeiras
Dudu,"12,00 mi. €",114937,Brasil,            Ponta Esquerda,7,07/01/1992 (28),"1,66m",direito,11/01/2015,BRA1_2022,BRA1,2022,SE Palmeiras
Wesley,"2,30 mi. €",674732,Brasil,            Ponta Esquerda,11,30/03/1999 (21),"1,75m",direito,01/01/2020,BRA1_2022,BRA1,2022,SE Palmeiras
Breno Lopes,300 mil €,542598,Brasil,            Ponta Esquerda,19,24/01/1996 (24),"1,78m",direito,13/11/2020,BRA1_2022,BRA1,2022,SE Palmeiras
Gabriel Veron,"25,00 mi. €",627221,Brasil,            Ponta Direita,27,03/09/2002 (18),"1,76m",direito,01/01/2020,BRA1_2022,BRA1,2022,SE Palmeiras
Bruno Tabata,"4,00 mi. €",438202,Brasil,            Ponta Direita,-,30/03/1997 (23),"1,75m",esquerdo,08/08/2022,BRA1_2022,BRA1,2022,SE Palmeiras
Gabriel Silva,750 mil €,627224,Brasil,            Ponta Direita,49,22/03/2002 (18),"1,77m",direito,01/07/2022,BRA1_2022,BRA1,2022,SE Palmeiras
Giovani,-,749560,Brasil,            Ponta Direita,17,01/01/2004 (16),"1,84m",esquerdo,01/01/2022,BRA1_2022,BRA1,2022,SE Palmeiras
Rony,"4,00 mi. €",371009,Brasil,            Centroavante,10,11/05/1995 (25),"1,67m",direito,21/02/2020,BRA1_2022,BRA1,2022,SE Palmeiras
Deyverson,"3,00 mi. €",243541,Brasil,            Centroavante,16,08/05/1991 (29),"1,87m",esquerdo,14/07/2017,BRA1_2022,BRA1,2022,SE Palmeiras
Rafael Navarro,800 mil €,371267,Brasil,            Centroavante,29,14/04/2000 (20),"1,83m",direito,01/01/2022,BRA1_2022,BRA1,2022,SE Palmeiras
Miguel Merentiel,200 mil €,481367,Uruguai,            Centroavante,9,24/02/1996 (24),"1,76m",direito,18/07/2022,BRA1_2022,BRA1,2022,SE Palmeiras
José Manuel López,-,844797,Argentina,            Centroavante,-,06/12/2000 (20),"1,90m",esquerdo,18/07/2022,BRA1_2022,BRA1,2022,SE Palmeiras
Endrick,-,971570,Brasil,            Centroavante,16,21/07/2006 (14),"1,73m",esquerdo,01/01/2023,BRA1_2022,BRA1,2022,SE Palmeiras
Weverton,"6,00 mi. €",69400,Brasil,            Goleiro,21,13/12/1987 (34),"1,89m",direito,01/01/2018,BRA1_2023,BRA1,2023,SE Palmeiras
Marcelo Lomba,900 mil €,53015,Brasil,            Goleiro,42,18/12/1986 (35),"1,89m",direito,01/01/2022,BRA1_2023,BRA1,2023,SE Palmeiras
Vinícius,400 mil €,286772,Brasil,            Goleiro,1,28/03/1994 (27),"1,95m",direito,01/01/2015,BRA1_2023,BRA1,2023,SE Palmeiras
Mateus,-,813121,Brasil,            Goleiro,24,02/05/2002 (19),"1,99m",direito,01/01/2022,BRA1_2023,BRA1,2023,SE Palmeiras
Kaique Pereira,-,964590,Brasil,            Goleiro,51,16/04/2003 (18),"1,93m",direito,01/01/2023,BRA1_2023,BRA1,2023,SE Palmeiras
Gustavo Gómez,"8,00 mi. €",215390,Paraguai,            Zagueiro,15,06/05/1993 (28),"1,85m",direito,01/07/2020,BRA1_2023,BRA1,2023,SE Palmeiras
Luan,"3,00 mi. €",178984,Brasil,            Zagueiro,13,10/05/1993 (28),"1,88m",direito,02/04/2017,BRA1_2023,BRA1,2023,SE Palmeiras
Murilo,"2,00 mi. €",458710,Brasil,            Zagueiro,26,27/03/1997 (24),"1,88m",direito,19/01/2022,BRA1_2023,BRA1,2023,SE Palmeiras
Benjamín Kuscevic,"1,70 mi. €",340840,Chile,            Zagueiro,4,02/05/1996 (25),"1,86m",direito,09/11/2020,BRA1_2023,BRA1,2023,SE Palmeiras
Michel,-,887834,Brasil,            Zagueiro,33,20/05/2003 (18),"1,88m",direito,01/01/2024,BRA1_2023,BRA1,2023,SE Palmeiras
Naves,-,964591,Brasil,            Zagueiro,34,08/05/2002 (19),"1,84m",direito,01/01/2023,BRA1_2023,BRA1,2023,SE Palmeiras
Joaquín Piquerez,"2,50 mi. €",496268,Uruguai,            Lateral Esq.,22,24/08/1998 (23),"1,84m",esquerdo,31/07/2021,BRA1_2023,BRA1,2023,SE Palmeiras
Vanderlan,-,816129,Brasil,            Lateral Esq.,6,07/09/2002 (19),"1,83m",esquerdo,01/01/2022,BRA1_2023,BRA1,2023,SE Palmeiras
Ian Custódio,-,886564,Brasil,            Lateral Esq.,36,16/04/2003 (18),"1,80m",esquerdo,,BRA1_2023,BRA1,2023,SE Palmeiras
Marcos Rocha,"1,50 mi. €",75435,Brasil,            Lateral Dir.,2,11/12/1988 (33),"1,76m",direito,01/01/2019,BRA1_2023,BRA1,2023,SE Palmeiras
Mayke,"1,10 mi. €",147361,Brasil,            Lateral Dir.,12,10/11/1992 (29),"1,78m",direito,01/01/2019,BRA1_2023,BRA1,2023,SE Palmeiras
Ney Silva,-,1082539,Brasil,            Lateral Dir.,57,26/07/2004 (17),"1,72m",direito,,BRA1_2023,BRA1,2023,SE Palmeiras
Garcia,-,574758,Brasil,            Lateral Dir.,32,04/01/2002 (19),"1,75m",direito,01/01/2022,BRA1_2023,BRA1,2023,SE Palmeiras
Jailson,"1,80 mi. €",366948,Brasil,            Volante,30,07/09/1995 (26),"1,87m",direito,07/01/2022,BRA1_2023,BRA1,2023,SE Palmeiras
Fabinho,-,627230,Brasil,            Volante,35,09/04/2002 (19),"1,78m",direito,01/01/2022,BRA1_2023,BRA1,2023,SE Palmeiras
Léo Azevedo,-,1082639,Brasil,            Volante,45,14/03/2004 (17),"1,81m",esquerdo,,BRA1_2023,BRA1,2023,SE Palmeiras
Gabriel Menino,"15,00 mi. €",608216,Brasil,            Meia Central,25,29/09/2000 (21),"1,76m",direito,01/01/2020,BRA1_2023,BRA1,2023,SE Palmeiras
Eduard Atuesta,"5,50 mi. €",469135,Colômbia,            Meia Central,20,18/06/1997 (24),"1,80m",direito,01/01/2022,BRA1_2023,BRA1,2023,SE Palmeiras
Zé Rafael,"4,50 mi. €",225432,Brasil,            Meia Central,8,16/06/1993 (28),"1,75m",direito,01/01/2019,BRA1_2023,BRA1,2023,SE Palmeiras
Richard Ríos,300 mil €,735573,Colômbia,            Meia Central,27,02/06/2000 (21),"1,87m",direito,28/03/2023,BRA1_2023,BRA1,2023,SE Palmeiras
Pedro Lima,-,816135,Brasil,            Meia Central,50,27/03/2003 (18),"1,84m",esquerdo,,BRA1_2023,BRA1,2023,SE Palmeiras
Raphael Veiga,"10,00 mi. €",432953,Brasil,            Meia Ofensivo,23,19/06/1995 (26),"1,76m",esquerdo,01/01/2017,BRA1_2023,BRA1,2023,SE Palmeiras
Jhon Jhon,-,964582,Brasil,            Meia Ofensivo,40,09/09/2002 (19),"1,78m",direito,01/01/2023,BRA1_2023,BRA1,2023,SE Palmeiras
Dudu,"12,00 mi. €",114937,Brasil,            Ponta Esquerda,7,07/01/1992 (29),"1,66m",direito,11/01/2015,BRA1_2023,BRA1,2023,SE Palmeiras
Breno Lopes,"2,50 mi. €",542598,Brasil,            Ponta Esquerda,19,24/01/1996 (25),"1,78m",direito,13/11/2020,BRA1_2023,BRA1,2023,SE Palmeiras
Kevin,-,900195,Brasil,            Ponta Esquerda,37,04/01/2003 (18),"1,76m",direito,12/07/2023,BRA1_2023,BRA1,2023,SE Palmeiras
Kauan Santos,-,1082538,Brasil,            Ponta Esquerda,47,17/06/2004 (17),"1,69m",direito,,BRA1_2023,BRA1,2023,SE Palmeiras
Artur,"9,00 mi. €",440658,Brasil,            Ponta Direita,14,15/02/1998 (23),"1,68m",esquerdo,31/03/2023,BRA1_2023,BRA1,2023,SE Palmeiras
Giovani,"6,00 mi. €",749560,Brasil,            Ponta Direita,17,01/01/2004 (17),"1,84m",esquerdo,01/01/2022,BRA1_2023,BRA1,2023,SE Palmeiras
Bruno Tabata,"4,00 mi. €",438202,Brasil,            Ponta Direita,11,30/03/1997 (24),"1,75m",esquerdo,08/08/2022,BRA1_2023,BRA1,2023,SE Palmeiras
Luis Guilherme,-,991800,Brasil,            Ponta Direita,31,09/02/2006 (15),"1,75m",esquerdo,01/01/2023,BRA1_2023,BRA1,2023,SE Palmeiras
Estêvão,-,1056993,Brasil,            Ponta Direita,41,24/04/2007 (14),"1,76m",esquerdo,18/01/2024,BRA1_2023,BRA1,2023,SE Palmeiras
Rony,"10,00 mi. €",371009,Brasil,            Centroavante,10,11/05/1995 (26),"1,67m",direito,21/02/2020,BRA1_2023,BRA1,2023,SE Palmeiras
José Manuel López,"8,00 mi. €",844797,Argentina,            Centroavante,18,06/12/2000 (21),"1,90m",esquerdo,18/07/2022,BRA1_2023,BRA1,2023,SE Palmeiras
Rafael Navarro,"4,00 mi. €",371267,Brasil,            Centroavante,29,14/04/2000 (21),"1,83m",direito,01/01/2022,BRA1_2023,BRA1,2023,SE Palmeiras
Miguel Merentiel,800 mil €,481367,Uruguai,            Centroavante,-,24/02/1996 (25),"1,76m",direito,18/07/2022,BRA1_2023,BRA1,2023,SE Palmeiras
Endrick,-,971570,Brasil,            Centroavante,9,21/07/2006 (15),"1,73m",esquerdo,01/01/2023,BRA1_2023,BRA1,2023,SE Palmeiras
João Paulo,500 mil €,275412,Brasil,            Goleiro,34,29/06/1995 (25),"1,88m",direito,01/07/2014,BRA1_2022,BRA1,2022,Santos FC
John Victor,50 mil €,432914,Brasil,            Goleiro,22,13/02/1996 (24),"1,97m",direito,01/01/2020,BRA1_2022,BRA1,2022,Santos FC
Paulo Mazoti,-,813111,Brasil,            Goleiro,50,11/07/2000 (20),"1,88m",direito,01/03/2021,BRA1_2022,BRA1,2022,Santos FC
Diógenes,-,907359,Brasil,            Goleiro,52,06/01/2001 (19),"1,90m",direito,01/07/2021,BRA1_2022,BRA1,2022,Santos FC
